Scenario - Own_name
Logfile written - 10/25/2021 12:02:50

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
3	351	Sound	std	3475180	0	3			0		other	0
3	352	Sound	std	3481719	0	3			0		other	0
3	353	Sound	std	3489380	0	3			0		other	0
3	354	Sound	std	3496959	0	3			0		other	0
3	355	Sound	std	3504689	0	3			0		other	0
3	356	Sound	std	3512289	0	3			0		other	0
3	357	Sound	std	3519659	0	3			0		other	0
3	358	Sound	deviant_flat	3525709	0	3			0		other	0
3	358	Sound	0	3537709	12000	3			12000		other	0
3	359	Sound	std	3544429	0	3			0		other	0
3	360	Sound	std	3552048	0	3			0		other	0
3	361	Sound	deviant_rise	3558579	0	3			0		other	0
3	361	Sound	0	3570579	12000	3			12000		other	0
3	362	Sound	deviant_rise	3576339	0	3			0		other	0
3	362	Sound	0	3588339	12000	3			12000		other	0
3	363	Sound	deviant_flat	3595429	0	2			0		other	0
3	363	Sound	0	3607429	12000	3			12000		other	0
3	364	Sound	std	3614828	0	3			0		other	0
3	365	Sound	deviant_flat	3621220	0	3			0		other	0
3	365	Sound	0	3633220	12000	3			12000		other	0
3	366	Sound	std	3639089	0	3			0		other	0
3	367	Sound	std	3645629	0	3			0		other	0
3	368	Sound	std	3653208	0	3			0		other	0
3	369	Sound	std	3660479	0	3			0		other	0
3	370	Sound	std	3666339	0	3			0		other	0
3	371	Sound	deviant_rise	3672109	0	3			0		other	0
3	371	Sound	0	3684109	12000	3			12000		other	0
3	372	Sound	deviant_fall	3690028	0	3			0		other	0
3	372	Sound	0	3702028	12000	3			12000		other	0
3	373	Sound	std	3708450	0	3			0		other	0
3	374	Sound	std	3715779	0	3			0		other	0
3	375	Sound	deviant_flat	3722668	0	3			0		other	0
3	375	Sound	0	3734668	12000	3			12000		other	0
3	376	Sound	deviant_flat	3742119	0	2			0		other	0
3	376	Sound	0	3754119	12000	3			12000		other	0
3	377	Sound	deviant_fall	3759998	0	3			0		other	0
3	377	Sound	0	3771998	12000	3			12000		other	0
3	378	Sound	std	3778848	0	3			0		other	0
3	379	Sound	std	3784999	0	2			0		other	0
3	380	Sound	std	3791689	0	3			0		other	0
3	381	Sound	std	3798898	0	3			0		other	0
3	382	Sound	std	3806449	0	3			0		other	0
3	383	Sound	deviant_rise	3812668	0	3			0		other	0
3	383	Sound	0	3824668	12000	3			12000		other	0
3	384	Sound	std	3830459	0	3			0		other	0
3	385	Sound	std	3837428	0	3			0		other	0
3	386	Sound	deviant_fall	3844608	0	3			0		other	0
3	386	Sound	0	3856608	12000	3			12000		other	0
3	387	Sound	std	3863758	0	3			0		other	0
3	388	Sound	std	3870799	0	3			0		other	0
3	389	Sound	deviant_flat	3876638	0	3			0		other	0
3	389	Sound	0	3888638	12000	3			12000		other	0
3	390	Sound	std	3894408	0	3			0		other	0
3	391	Sound	std	3902023	0	3			0		other	0
3	392	Sound	deviant_flat	3909258	0	3			0		other	0
3	392	Sound	0	3921258	12000	3			12000		other	0
3	393	Sound	std	3928028	0	3			0		other	0
3	394	Sound	std	3934318	0	3			0		other	0
3	395	Sound	std	3941038	0	3			0		other	0
3	396	Sound	deviant_rise	3946938	0	3			0		other	0
3	396	Sound	0	3958938	12000	3			12000		other	0
3	397	Sound	std	3965358	0	3			0		other	0
3	398	Sound	std	3972218	0	3			0		other	0
3	399	Sound	std	3979128	0	3			0		other	0
3	400	Sound	deviant_rise	3985168	0	3			0		other	0
3	400	Sound	0	3997168	12000	3			12000		other	0
3	401	Sound	std	4003310	0	3			0		other	0
3	402	Sound	std	4010898	0	3			0		other	0
3	403	Sound	deviant_rise	4017438	0	3			0		other	0
3	403	Sound	0	4029438	12000	3			12000		other	0
3	404	Sound	std	4036117	0	3			0		other	0
3	405	Sound	deviant_fall	4043588	0	3			0		other	0
3	405	Sound	0	4055588	12000	3			12000		other	0
3	406	Sound	std	4063158	0	3			0		other	0
3	407	Sound	std	4070598	0	2			0		other	0
3	408	Sound	std	4077359	0	3			0		other	0
3	409	Sound	std	4084237	0	3			0		other	0
3	410	Sound	std	4091688	0	3			0		other	0
3	411	Sound	std	4098108	0	3			0		other	0
3	412	Sound	deviant_rise	4104107	0	3			0		other	0
3	412	Sound	0	4116107	12000	3			12000		other	0
3	413	Sound	deviant_fall	4123787	0	3			0		other	0
3	413	Sound	0	4135787	12000	3			12000		other	0
3	414	Sound	std	4143308	0	3			0		other	0
3	415	Sound	std	4150278	0	2			0		other	0
3	416	Sound	deviant_flat	4157468	0	3			0		other	0
3	416	Sound	0	4169468	12000	3			12000		other	0
3	417	Sound	deviant_flat	4176057	0	3			0		other	0
3	417	Sound	0	4188057	12000	3			12000		other	0
3	418	Sound	std	4194007	0	3			0		other	0
3	419	Sound	std	4200528	0	3			0		other	0
3	420	Sound	std	4207877	0	3			0		other	0
3	421	Sound	std	4215357	0	2			0		other	0
3	422	Sound	std	4221788	0	2			0		other	0
